n_predictions,n_units,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,conservative_error_pct,bias_mean,abs_error_p90,abs_error_p95,model_name,approach,window_size,rul_cap,objective,alpha,sample_weight_scheme,feature_set,random_state,n_features,dropped_columns,config_index,hyperparameter_search_label,colsample_bytree,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample
100,20,11.587211394187527,15.78799976284826,0.8615217019379463,410.3763262861979,4.103763262861979,5.0,13.0,-2.829992209566831,25.59210308381595,32.380951312277844,fd003_lgbm_refinement_search_11,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",11,search_11,0.8,0.03,-1,40,1300,15,1.0,10.0,0.9
100,20,13.612688356061092,18.70338221429416,0.8056574965255694,487.77068476136736,4.877706847613673,4.0,20.0,-7.159644966957774,34.467649831902456,41.43135417229539,fd003_lgbm_refinement_search_12,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",12,search_12,1.0,0.03,-1,10,1300,7,0.5,20.0,1.0
100,20,12.84170451555036,16.916162511704517,0.8410241365986681,548.1544734438032,5.481544734438033,10.0,9.0,0.2483500494813894,31.670156624714167,36.82700191876476,fd003_lgbm_refinement_search_12,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",12,search_12,1.0,0.03,-1,10,1300,7,0.5,20.0,1.0
100,20,13.345353254127097,18.278120916440642,0.814394608757764,571.9451741310774,5.719451741310774,5.0,16.0,-4.524454533327739,28.415695466101134,37.98608500918328,fd003_lgbm_refinement_search_12,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",12,search_12,1.0,0.03,-1,10,1300,7,0.5,20.0,1.0
100,20,11.866758912645691,15.587939689400026,0.8650089645775708,370.3133472350379,3.703133472350379,7.000000000000001,12.0,-1.9249098761400645,25.939958149823646,30.662235623128943,fd003_lgbm_refinement_search_12,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",12,search_12,1.0,0.03,-1,10,1300,7,0.5,20.0,1.0
100,20,11.803445561104716,16.22912546578963,0.8536752703420325,394.6357621472637,3.946357621472637,5.0,14.000000000000002,-4.061342406552022,30.028172152322064,33.25943208003319,fd003_lgbm_refinement_search_12,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",12,search_12,1.0,0.03,-1,10,1300,7,0.5,20.0,1.0
100,20,12.859173630568346,17.832806973010257,0.823328330812976,416.6360242682149,4.166360242682149,1.0,20.0,-7.573941477077292,33.49578669055141,37.178178012223995,fd003_lgbm_refinement_search_13,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",13,search_13,0.7,0.03,-1,20,1300,15,0.5,5.0,0.8
100,20,11.15550870775759,15.01759575382731,0.8747065654303489,359.53794964300204,3.5953794964300205,7.000000000000001,7.000000000000001,-1.028854522881346,24.459708988749163,32.746422697290605,fd003_lgbm_refinement_search_13,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",13,search_13,0.7,0.03,-1,20,1300,15,0.5,5.0,0.8
100,20,12.494439746487442,17.6169381795508,0.8275797162099363,519.9542351543212,5.1995423515432115,3.0,16.0,-5.130864253924938,30.45831514194665,35.73590093942155,fd003_lgbm_refinement_search_13,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",13,search_13,0.7,0.03,-1,20,1300,15,0.5,5.0,0.8
100,20,11.904241033093927,15.300113208264287,0.8699480754523871,341.6675698176065,3.4166756981760646,7.000000000000001,11.0,-1.5400547684814532,26.64189282615518,32.37846967472272,fd003_lgbm_refinement_search_13,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",13,search_13,0.7,0.03,-1,20,1300,15,0.5,5.0,0.8
100,20,11.723600001085185,15.957767085340404,0.8585275942500147,406.06558431214484,4.060655843121449,6.0,12.0,-3.035284749896071,28.311395140458163,34.203820324163345,fd003_lgbm_refinement_search_13,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",13,search_13,0.7,0.03,-1,20,1300,15,0.5,5.0,0.8
100,20,12.504723216155085,17.656769787790154,0.8267991559227671,410.3437057740788,4.103437057740788,1.0,20.0,-7.456219851896734,31.912154605896443,40.246973926399036,fd003_lgbm_refinement_search_14,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",14,search_14,0.8,0.03,-1,10,1300,15,0.5,5.0,0.8
100,20,11.595112357038426,15.364638603711855,0.8688488225429597,393.8372488267549,3.938372488267549,10.0,7.000000000000001,-0.8587923174434289,25.366600078275056,32.496429580040726,fd003_lgbm_refinement_search_14,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",14,search_14,0.8,0.03,-1,10,1300,15,0.5,5.0,0.8
100,20,12.775595645434391,17.533889242011444,0.8292015155827085,481.9559883901856,4.8195598839018565,4.0,18.0,-4.94555509221559,28.92100966914137,36.10578368002155,fd003_lgbm_refinement_search_14,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",14,search_14,0.8,0.03,-1,10,1300,15,0.5,5.0,0.8
100,20,12.10164346880199,15.271413174699042,0.8704355220264604,342.8892574282815,3.428892574282815,6.0,11.0,-1.3413958640714996,22.964932010265002,32.321083681472295,fd003_lgbm_refinement_search_14,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",14,search_14,0.8,0.03,-1,10,1300,15,0.5,5.0,0.8
100,20,11.676197837619634,15.864907315965867,0.8601692865865627,432.482319083271,4.32482319083271,5.0,13.0,-2.805992255390295,25.32785706816491,33.37964407937082,fd003_lgbm_refinement_search_14,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",14,search_14,0.8,0.03,-1,10,1300,15,0.5,5.0,0.8
100,20,13.24895687081976,18.325700828213375,0.8134270495304554,445.75766334636205,4.457576633463621,3.0,21.0,-7.7902918006584265,32.06559973579183,42.308070968221394,fd003_lgbm_refinement_search_15,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",15,search_15,0.7,0.03,-1,40,1300,7,0.0,20.0,0.8
100,20,12.7765266544241,16.65253235026734,0.8459406479573888,529.7416058783077,5.297416058783077,11.0,10.0,-0.7274526001927965,27.814994633040804,37.93045413188046,fd003_lgbm_refinement_search_15,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",15,search_15,0.7,0.03,-1,40,1300,7,0.0,20.0,0.8
100,20,12.99337729860765,17.75314939055327,0.8249031592870546,496.6935939861585,4.966935939861584,6.0,16.0,-4.778128701906967,29.87446335710993,39.286236288772905,fd003_lgbm_refinement_search_15,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",15,search_15,0.7,0.03,-1,40,1300,7,0.0,20.0,0.8
100,20,11.346552599242518,15.064343715211837,0.8739253046833098,321.6231350441554,3.216231350441554,5.0,11.0,-2.3872571102900495,24.841781064901063,31.876603312150962,fd003_lgbm_refinement_search_15,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",15,search_15,0.7,0.03,-1,40,1300,7,0.0,20.0,0.8
100,20,12.056785648940288,16.28034097987649,0.8527502764327524,407.389810384682,4.07389810384682,7.000000000000001,11.0,-3.210417338503758,30.203473140428013,33.295274866979604,fd003_lgbm_refinement_search_15,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",15,search_15,0.7,0.03,-1,40,1300,7,0.0,20.0,0.8
100,20,12.875860605838904,17.942274355692916,0.8211526616361358,431.8158531741412,4.318158531741412,1.0,21.0,-7.455843911791853,32.25173280944581,38.368857936969775,fd003_lgbm_refinement_search_16,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",16,search_16,1.0,0.03,-1,20,1300,31,0.0,10.0,0.8
100,20,11.508454357437477,15.16036615846872,0.8723129433006425,393.08940104217754,3.9308940104217753,8.0,6.0,-0.7155438917492936,24.000671668004344,32.72402051091113,fd003_lgbm_refinement_search_16,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",16,search_16,1.0,0.03,-1,20,1300,31,0.0,10.0,0.8
100,20,12.759908189449439,17.55666958586259,0.8287574183626931,494.8939053767895,4.948939053767895,5.0,16.0,-4.313734996158352,28.600445173162598,35.210157098471335,fd003_lgbm_refinement_search_16,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",16,search_16,1.0,0.03,-1,20,1300,31,0.0,10.0,0.8
100,20,11.748592066699281,15.166322797821742,0.8722125848845959,330.5515439003482,3.3055154390034818,7.000000000000001,11.0,-1.2724759228861684,26.970932501864944,30.938955122143867,fd003_lgbm_refinement_search_16,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",16,search_16,1.0,0.03,-1,20,1300,31,0.0,10.0,0.8
100,20,11.964703686804535,16.17895845972902,0.854578501754646,482.86601683053175,4.828660168305317,6.0,12.0,-2.570122857837266,26.366115371322678,35.46135818614179,fd003_lgbm_refinement_search_16,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",16,search_16,1.0,0.03,-1,20,1300,31,0.0,10.0,0.8
100,20,12.643750006116084,18.030736413806284,0.8193847468754667,432.6256320267828,4.326256320267828,1.0,22.0,-7.820437411915477,32.754303852003495,39.1903376964636,fd003_lgbm_refinement_search_17,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",17,search_17,0.8,0.03,-1,40,1300,15,0.0,20.0,0.8
100,20,11.654824170224213,15.48289186392396,0.8668222552944651,399.3879625898572,3.993879625898572,10.0,10.0,-0.9414026353124612,24.627549542877784,31.33026245869198,fd003_lgbm_refinement_search_17,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",17,search_17,0.8,0.03,-1,40,1300,15,0.0,20.0,0.8
100,20,12.562318899884772,17.589502466094835,0.8281163349973576,501.6862611386048,5.016862611386048,5.0,14.000000000000002,-4.789027083189653,30.104134492850406,38.15332978615327,fd003_lgbm_refinement_search_17,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",17,search_17,0.8,0.03,-1,40,1300,15,0.0,20.0,0.8
100,20,11.970298881156396,15.307498465448292,0.8698224948501656,336.96496000470927,3.369649600047093,7.000000000000001,10.0,-1.5942428140213598,24.003115976514025,31.01402165960477,fd003_lgbm_refinement_search_17,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",17,search_17,0.8,0.03,-1,40,1300,15,0.0,20.0,0.8
100,20,11.724063814706401,15.875253549122878,0.859986847083923,431.3829314314423,4.313829314314423,5.0,13.0,-2.7105667881901843,26.345830219092093,32.19385941867366,fd003_lgbm_refinement_search_17,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",17,search_17,0.8,0.03,-1,40,1300,15,0.0,20.0,0.8
100,20,13.61661635566872,18.808714210911834,0.8034623720734685,484.8275061256922,4.848275061256922,3.0,21.0,-8.151997966597328,36.179787644443785,42.509692794268155,fd003_lgbm_refinement_search_18,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",18,search_18,0.7,0.03,-1,10,1300,7,1.0,5.0,0.8
100,20,12.321330748941573,16.20248583321801,0.8541552515690943,491.1340994705921,4.911340994705921,11.0,9.0,-0.15808222832111077,28.492140791463672,33.9121958895845,fd003_lgbm_refinement_search_18,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",18,search_18,0.7,0.03,-1,10,1300,7,1.0,5.0,0.8
100,20,12.848483133189033,17.61648408407847,0.8275886047307833,511.5981988600736,5.115981988600736,5.0,15.0,-4.570934071217726,28.118432322981743,38.56925284950626,fd003_lgbm_refinement_search_18,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",18,search_18,0.7,0.03,-1,10,1300,7,1.0,5.0,0.8
100,20,11.20872312564216,14.763066139649052,0.8789177100868598,311.88876519262953,3.118887651926295,5.0,11.0,-2.148596143273567,23.51280502741975,29.519449647114484,fd003_lgbm_refinement_search_18,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",18,search_18,0.7,0.03,-1,10,1300,7,1.0,5.0,0.8
100,20,12.108202350113846,16.320614198673166,0.8520208623211488,393.49775771996735,3.9349775771996733,7.000000000000001,12.0,-3.3899585268257875,30.413582676261964,34.48250386705341,fd003_lgbm_refinement_search_18,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",18,search_18,0.7,0.03,-1,10,1300,7,1.0,5.0,0.8
100,20,13.027902536007502,18.18821696092585,0.8162159798790496,452.1650469288235,4.521650469288235,2.0,21.0,-7.883574712623982,33.09968163274108,36.91331750080905,fd003_lgbm_refinement_search_19,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",19,search_19,0.8,0.03,-1,10,1300,31,0.0,10.0,1.0
100,20,11.30109927049404,14.854621898992892,0.8774112267988671,380.0737755064341,3.800737755064341,9.0,7.000000000000001,-0.5710224196800057,24.8603298095207,33.27767858117739,fd003_lgbm_refinement_search_19,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",19,search_19,0.8,0.03,-1,10,1300,31,0.0,10.0,1.0
100,20,12.35016203697878,17.097616892204083,0.8375952758930097,459.1451616421618,4.591451616421618,4.0,16.0,-4.330436272981046,27.629989360441915,35.91776218167772,fd003_lgbm_refinement_search_19,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",19,search_19,0.8,0.03,-1,10,1300,31,0.0,10.0,1.0
100,20,11.82911746840355,14.986917340322293,0.8752179492413039,321.6102585603027,3.216102585603027,7.000000000000001,9.0,-0.717997998517491,24.596424723586587,30.366269673107706,fd003_lgbm_refinement_search_19,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",19,search_19,0.8,0.03,-1,10,1300,31,0.0,10.0,1.0
100,20,11.895459550969681,16.05702758417194,0.8567621473117453,420.19349926051683,4.201934992605168,7.000000000000001,13.0,-2.461654463693289,27.075903048631496,34.19979332970919,fd003_lgbm_refinement_search_19,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",19,search_19,0.8,0.03,-1,10,1300,31,0.0,10.0,1.0
100,20,13.008275837883259,17.9287357226046,0.821422464105001,428.8116370569056,4.288116370569056,1.0,20.0,-7.5966447372206005,31.172878991693313,37.0490125298196,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",20,search_20,1.0,0.03,-1,10,1300,31,1.0,5.0,0.8
100,20,11.732863929372213,15.465839928950766,0.867115441828929,411.326890139799,4.11326890139799,9.0,7.000000000000001,-0.3507386658292388,25.31833868548635,33.7193756338696,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",20,search_20,1.0,0.03,-1,10,1300,31,1.0,5.0,0.8
100,20,12.578277163338862,17.08887927392543,0.8377612250895565,439.7389808743628,4.397389808743628,4.0,16.0,-4.230305095199139,28.866861585836258,33.12982522474137,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",20,search_20,1.0,0.03,-1,10,1300,31,1.0,5.0,0.8
100,20,11.624327503194689,14.945309078053832,0.8759098536452454,326.98345390124643,3.2698345390124643,7.000000000000001,11.0,-0.7396656396052914,27.192344856860426,30.073409742794613,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",20,search_20,1.0,0.03,-1,10,1300,31,1.0,5.0,0.8
100,20,11.860317762656363,15.870697299449821,0.8600672040162423,397.0746939681343,3.9707469396813426,6.0,13.0,-2.716155167201686,26.07459682960489,35.01275079050616,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",20,search_20,1.0,0.03,-1,10,1300,31,1.0,5.0,0.8
100,20,13.159070462867987,18.45287667123042,0.8108285236424223,463.58440989281416,4.635844098928142,1.0,21.0,-7.850517888752514,31.453966279852374,41.246371219714455,fd003_lgbm_refinement_search_21,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",21,search_21,0.7,0.03,-1,40,1300,31,0.0,5.0,0.9
100,20,11.333380387153065,14.8918658611213,0.8767957395413166,391.46085060404164,3.9146085060404165,8.0,7.000000000000001,-0.7009767897696142,23.559493795207793,29.59902818109758,fd003_lgbm_refinement_search_21,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",21,search_21,0.7,0.03,-1,40,1300,31,0.0,5.0,0.9
100,20,12.420258802041863,17.25373714849628,0.8346158635614441,495.55299107754774,4.9555299107754776,4.0,16.0,-4.404952461686267,26.46805910143213,35.28838366578372,fd003_lgbm_refinement_search_21,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",21,search_21,0.7,0.03,-1,40,1300,31,0.0,5.0,0.9
100,20,11.442172857621436,14.809005181965574,0.8781629808447315,322.34573384764525,3.2234573384764524,6.0,10.0,-0.8245923328684388,24.458723551420835,32.614552598842174,fd003_lgbm_refinement_search_21,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",21,search_21,0.7,0.03,-1,40,1300,31,0.0,5.0,0.9
100,20,11.786796035284034,15.760016112254498,0.8620121623008214,398.3534983908954,3.9835349839089544,8.0,12.0,-2.483645393367861,27.826840421818492,32.47136464943564,fd003_lgbm_refinement_search_21,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",21,search_21,0.7,0.03,-1,40,1300,31,0.0,5.0,0.9
100,20,13.788629605104768,19.03314415753009,0.7987441241548212,512.7887077729929,5.127887077729929,3.0,19.0,-7.32676012324657,35.6628948862306,42.40783838874042,fd003_lgbm_refinement_search_22,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",22,search_22,1.0,0.03,-1,10,1300,7,0.0,20.0,0.8
100,20,12.45218179567039,16.458368286650742,0.8495122851894272,508.9161897882495,5.089161897882494,10.0,9.0,0.05930929692309503,29.799037590229805,35.86731012140923,fd003_lgbm_refinement_search_22,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",22,search_22,1.0,0.03,-1,10,1300,7,0.0,20.0,0.8
100,20,13.22975654678004,18.101044197346127,0.8179734438698456,550.8901709908214,5.508901709908214,6.0,16.0,-4.617470583423738,28.210783498141236,38.56021728946774,fd003_lgbm_refinement_search_22,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",22,search_22,1.0,0.03,-1,10,1300,7,0.0,20.0,0.8
100,20,11.937757979147886,15.71925291724707,0.8627250487353442,373.47622523589786,3.7347622523589785,6.0,12.0,-2.1176861578437296,27.07620744891298,32.032057321234305,fd003_lgbm_refinement_search_22,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",22,search_22,1.0,0.03,-1,10,1300,7,0.0,20.0,0.8
100,20,11.81887268387385,16.221021424783054,0.8538213688537384,410.43201094968106,4.10432010949681,5.0,14.000000000000002,-3.996200169457508,29.145691295316777,33.341018497995,fd003_lgbm_refinement_search_22,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",22,search_22,1.0,0.03,-1,10,1300,7,0.0,20.0,0.8
100,20,12.724115230190296,18.108375966181548,0.8178259554818992,449.7213026066577,4.497213026066577,0.0,21.0,-7.789530009218749,31.686868536753998,38.50088387487979,fd003_lgbm_refinement_search_23,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,0,193,"setting_3,sensor_1,sensor_18,sensor_19",23,search_23,0.8,0.03,-1,40,1300,31,0.0,20.0,0.8
100,20,11.326053077808753,14.96232447044607,0.875627136911717,391.2294735206531,3.912294735206531,9.0,7.000000000000001,-0.4861169313074217,24.33262603684979,29.75008793234447,fd003_lgbm_refinement_search_23,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,1,193,"setting_3,sensor_1,sensor_18,sensor_19",23,search_23,0.8,0.03,-1,40,1300,31,0.0,20.0,0.8
100,20,12.282411253394269,17.141655508569254,0.8367575813475208,485.3456164073486,4.853456164073486,4.0,16.0,-4.236805833288696,26.522100999944247,33.86685394400749,fd003_lgbm_refinement_search_23,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,2,193,"setting_3,sensor_1,sensor_18,sensor_19",23,search_23,0.8,0.03,-1,40,1300,31,0.0,20.0,0.8
100,20,11.787294418431811,14.96646745080781,0.8755582511355058,328.0386678233781,3.2803866782337807,7.000000000000001,9.0,-0.8285675610346641,21.95568729661174,31.931853236356595,fd003_lgbm_refinement_search_23,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,3,193,"setting_3,sensor_1,sensor_18,sensor_19",23,search_23,0.8,0.03,-1,40,1300,31,0.0,20.0,0.8
100,20,11.473399497264909,15.359485192789705,0.8689367858958188,365.79405325517644,3.6579405325517644,5.0,12.0,-2.1503772052835544,24.059399325875,32.347804783964634,fd003_lgbm_refinement_search_23,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,4,193,"setting_3,sensor_1,sensor_18,sensor_19",23,search_23,0.8,0.03,-1,40,1300,31,0.0,20.0,0.8
